"";"Name quoted";"Valide Name";"Simplified group";"Kingdom";"Class";"Order";"Family";"CD_NOM";"Date of the last observation"
"";"Bothus podas (Delaroche, 1809)";"Bothus podas (Delaroche, 1809)";"Poissons";"Animalia";"Actinopterygii";"Pleuronectiformes";"Bothidae";"70507";"16-08-2016"
"";"Boyeria irene (Boyer de Fonscolombe, 1838)";"Boyeria irene (Boyer de Fonscolombe, 1838)";"Insectes et araignées";"Animalia";"Insecta";"Odonata";"Aeshnidae";"65412";"15-07-2002"
"";"Brachypodium distachyon (L.) P.Beauv., 1812";"Brachypodium distachyon (L.) P.Beauv., 1812";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"86262";"13-05-1986"
"";"Brachypodium pinnatum (L.) P.Beauv., 1812";"Brachypodium pinnatum (L.) P.Beauv., 1812";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"86289";"16-06-2010"
"";"Brachypodium retusum (Pers.) P.Beauv., 1812";"Brachypodium retusum (Pers.) P.Beauv., 1812";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"86297";"06-06-2018"
"";"Brachypodium sylvaticum (Huds.) P.Beauv., 1812";"Brachypodium sylvaticum (Huds.) P.Beauv., 1812";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"86305";"02-07-1982"
"";"Briza maxima L., 1753";"Briza maxima L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"86489";"07-07-2019"
"";"Bufo viridis Laurenti, 1768";"Bufotes viridis (Laurenti, 1768)";"Amphibiens et reptiles";"Animalia";"Amphibia";"Anura";"Bufonidae";"275";"23-07-1978"
"";"Bugula neritina (Linnaeus, 1758)";"Bugula neritina (Linnaeus, 1758)";"Autres";"Animalia";"Gymnolaemata";"Cheilostomatida";"Bugulidae";"28726";"07-07-2015"
"";"Bupleurum fruticosum L., 1753";"Bupleurum fruticosum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Apiales";"Apiaceae";"87051";"31-07-2008"
"";"Buteo buteo (Linnaeus, 1758)";"Buteo buteo (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Accipitriformes";"Accipitridae";"2623";"11-05-2017"
"";"Buxus sempervirens L., 1753";"Buxus sempervirens L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Buxales";"Buxaceae";"87143";"10-06-2017"
"";"Caberea boryi (Audouin, 1826)";"Caberea boryi (Audouin, 1826)";"Autres";"Animalia";"Gymnolaemata";"Cheilostomatida";"Candidae";"28710";"08-06-2013"
"";"Cacyreus marshalli Butler, 1898";"Cacyreus marshalli Butler, 1898";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Lycaenidae";"219796";"29-08-2019"
"";"Calendula arvensis L., 1763";"Calendula arvensis L., 1763";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"87420";"04-05-1980"
"";"Calepina irregularis (Asso) Thell., 1905";"Calepina irregularis (Asso) Thell., 1905";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Brassicales";"Brassicaceae";"87442";"04-05-1980"
"";"Callitriche stagnalis Scop., 1772";"Callitriche stagnalis Scop., 1772";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Plantaginaceae";"87484";"01-05-1994"
"";"Callopistria juventina (Stoll in Cramer, 1782)";"Callopistria juventina (Stoll in Cramer, 1782)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Noctuidae";"249537";"24-06-2011"
"";"Calonectris diomedea (Scopoli, 1769)";"Calonectris diomedea (Scopoli, 1769)";"Oiseaux";"Animalia";"Aves";"Procellariiformes";"Procellariidae";"1009";"21-07-2017"
"";"Calopteryx haemorrhoidalis (Vander Linden, 1825)";"Calopteryx haemorrhoidalis (Vander Linden, 1825)";"Insectes et araignées";"Animalia";"Insecta";"Odonata";"Calopterygidae";"65076";"05-06-2020"
"";"Calyptraea chinensis (Linnaeus, 1758)";"Calyptraea chinensis (Linnaeus, 1758)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Littorinimorpha";"Calyptraeidae";"62466";"07-07-2015"
"";"Campanula erinus L., 1753";"Campanula erinus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Campanulaceae";"87636";"01-05-1994"
"";"Camphorosma monspeliaca L., 1753";"Camphorosma monspeliaca L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Amaranthaceae";"87765";"02-08-1928"
"";"Cantareus apertus (Born, 1778)";"Cantareus apertus (Born, 1778)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Helicidae";"163392";"17-05-2017"
"";"Helix aperta Born, 1778";"Cantareus apertus (Born, 1778)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Helicidae";"458841";"31-12-1995"
"";"Caprimulgus europaeus Linnaeus, 1758";"Caprimulgus europaeus Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Caprimulgiformes";"Caprimulgidae";"3540";"31-05-2015"
"";"Capsella bursa-pastoris subsp. rubella (Reut.) Hobk., 1869";"Capsella rubella Reut., 1854";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Brassicales";"Brassicaceae";"132545";"12-05-2018"
"";"Capsella rubella Reut., 1854";"Capsella rubella Reut., 1854";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Brassicales";"Brassicaceae";"87862";"07-05-1989"
"";"Carcharodus alceae (Esper, 1780)";"Carcharodus alceae (Esper, 1780)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Hesperiidae";"53291";"31-08-2019"
"";"Carduelis carduelis (Linnaeus, 1758)";"Carduelis carduelis (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Fringillidae";"4583";"20-05-2019"
"";"Carduelis corsicana (Koenig, 1899)";"Carduelis corsicana (Koenig, 1899)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Fringillidae";"199502";"11-09-2019"
"";"Carduus cephalanthus Viv., 1824";"Carduus cephalanthus Viv., 1824";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"88092";"12-05-1983"
"";"Carduus pycnocephalus L., 1763 subsp. pycnocephalus";"Carduus pycnocephalus L., 1763 subsp. pycnocephalus";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"132618";"09-05-1983"
"";"Carex distachya Desf., 1799";"Carex distachya Desf., 1799";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Cyperaceae";"88476";"06-06-2018"
"";"Carex distans L., 1759";"Carex distans L., 1759";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Cyperaceae";"88477";"04-07-1982"
"";"Carex divulsa Stokes, 1787";"Carex divulsa Stokes, 1787";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Cyperaceae";"88483";"10-05-1983"
"";"Carex halleriana Asso, 1779";"Carex halleriana Asso, 1779";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Cyperaceae";"88560";"06-05-1983"
"";"Carex microcarpa Bertol. ex Moris, 1827";"Carex microcarpa Bertol. ex Moris, 1827";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Cyperaceae";"88673";"02-07-1982"
"";"Carex muricata L., 1753";"Carex muricata L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Cyperaceae";"88702";"01-05-1994"
"";"Carlina corymbosa L., 1753";"Carlina corymbosa L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"89155";"15-09-2020"
"";"Carpobrotus acinaciformis (L.) L.Bolus, 1927";"Carpobrotus acinaciformis (L.) L.Bolus, 1927";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Aizoaceae";"89211";"08-05-2018"
"";"Carpobrotus edulis (L.) N.E.Br., 1926";"Carpobrotus edulis (L.) N.E.Br., 1926";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Aizoaceae";"89212";"23-10-2019"
"";"Carpocoris mediterraneus atlanticus Tamanini, 1958";"Carpocoris mediterraneus atlanticus Tamanini, 1958";"Insectes et araignées";"Animalia";"Insecta";"Hemiptera";"Pentatomidae";"252368";"03-06-2011"
"";"Carthamus lanatus L., 1753 subsp. lanatus";"Carthamus lanatus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"132853";"03-07-1987"
"";"Carthamus lanatus L., 1753";"Carthamus lanatus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"89232";"29-06-2016"
"";"Caryophyllia smithii Stokes & Broderip, 1828";"Caryophyllia smithii Stokes & Broderip, 1828";"Autres";"Animalia";"Anthozoa";"Scleractinia";"Caryophylliidae";"360515";"07-07-2015"
"";"Catalpa bignonioides Walter, 1788";"Catalpa bignonioides Walter, 1788";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Bignoniaceae";"89323";"08-05-2018"
"";"Catapodium marinum (L.) C.E.Hubb., 1955";"Catapodium marinum (L.) C.E.Hubb., 1955";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"89336";"01-05-1994"
"";"Catapodium rigidum (L.) C.E.Hubb., 1953";"Catapodium rigidum (L.) C.E.Hubb., 1953";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"89338";"01-05-1994"
"";"Caulerpa cylindracea Sonder, 1845";"Caulerpa cylindracea Sonder, 1845";"Plantes, mousses et fougères";"Plantae";"Ulvophyceae";"Bryopsidales";"Caulerpaceae";"680102";"05-09-2017"
"";"Cecropis daurica (Laxmann, 1769)";"Cecropis daurica (Laxmann, 1769)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Hirundinidae";"3701";"20-05-2019"
"";"Celtis australis L., 1753";"Celtis australis L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Rosales";"Cannabaceae";"89468";"07-09-2018"
"";"Centaurea calcitrapa L., 1753";"Centaurea calcitrapa L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"89542";"08-05-2018"
"";"Centaurea melitensis L., 1753";"Centaurea melitensis L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"89639";"02-07-1969"
"";"Centaurium erythraea Rafn, 1800";"Centaurium erythraea Rafn, 1800";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Gentianaceae";"89840";"06-05-1983"
"";"Centaurium maritimum (L.) Fritsch, 1907";"Centaurium maritimum (L.) Fritsch, 1907";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Gentianaceae";"89847";"08-05-2018"
"";"Centranthus calcitrapae (L.) Dufr., 1811 subsp. calcitrapae";"Centranthus calcitrapae (L.) Dufr., 1811";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Dipsacales";"Caprifoliaceae";"133058";"08-05-1985"
"";"Symphodus melanocercus (Risso, 1810)";"Centrolabrus melanocercus (Risso, 1810)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Labridae";"69869";"08-06-2013"
"";"Cerastium diffusum Pers., 1805 subsp. diffusum";"Cerastium diffusum Pers., 1805";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Caryophyllaceae";"133097";"13-05-1986"
"";"Cerastium glomeratum Thuill., 1799";"Cerastium glomeratum Thuill., 1799";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Caryophyllaceae";"90017";"14-05-1986"
"";"Ceratophyllus chasteli Beaucournu, Monnat & Launay, 1982";"Ceratophyllus chasteli Beaucournu, Monnat & Launay, 1982";"Insectes et araignées";"Animalia";"Insecta";"Siphonaptera";"Ceratophyllidae";"52278";"02-03-1982"
"";"Cereus pedunculatus (Pennant, 1777)";"Cereus pedunculatus (Pennant, 1777)";"Autres";"Animalia";"Anthozoa";"Actiniaria";"Sagartiidae";"7567";"06-08-2019"
"";"Ceriagrion tenellum (Villers, 1789)";"Ceriagrion tenellum (Villers, 1789)";"Insectes et araignées";"Animalia";"Insecta";"Odonata";"Coenagrionidae";"653286";"03-08-2017"
"";"Ceriagrion tenellum (de Villers, 1789)";"Ceriagrion tenellum (Villers, 1789)";"Insectes et araignées";"Animalia";"Insecta";"Odonata";"Coenagrionidae";"65169";"30-07-1992"
"";"Cerianthus membranaceus (Spallanzani, 1784)";"Cerianthus membranaceus (Spallanzani, 1784)";"Autres";"Animalia";"Anthozoa";"Spirularia";"Cerianthidae";"7459";"02-09-2018"
"";"Cettia cetti (Temminck, 1820)";"Cettia cetti (Temminck, 1820)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Scotocercidae";"4151";"06-05-2016"
"";"Chaetophiloscia elongata (Dollfus, 1884)";"Chaetophiloscia elongata (Dollfus, 1884)";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Isopoda";"Philosciidae";"237055";"31-12-1996"
"";"Lestes viridis (Vander Linden, 1825)";"Chalcolestes viridis (Vander Linden, 1825)";"Insectes et araignées";"Animalia";"Insecta";"Odonata";"Lestidae";"65220";"31-07-1992"
"";"Chalcoscirtus infimus (Simon, 1869)";"Chalcoscirtus infimus (Simon, 1869)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"233973";"15-05-2014"
"";"Charaxes jasius (Linnaeus, 1767)";"Charaxes jasius (Linnaeus, 1767)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Nymphalidae";"53789";"01-08-2020"
"";"Drimia maritima (L.) Stearn, 1978";"Charybdis maritima (L.) Speta, 1998";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asparagales";"Asparagaceae";"95432";"06-12-2012"
"";"Cheiracanthium mildei L. Koch, 1864";"Cheiracanthium mildei L. Koch, 1864";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Cheiracanthiidae";"233901";"15-05-2014"
"";"Cheiracanthium pennatum Simon, 1878";"Cheiracanthium pennatum Simon, 1878";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Cheiracanthiidae";"233903";"02-06-2010"
"";"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch, 2012";"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch, 2012";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Amaranthaceae";"717138";"10-05-1983"
"";"Chenopodium album L., 1753";"Chenopodium album L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Amaranthaceae";"90681";"28-07-2019"
"";"Chlidonia pyriformis (Bertoloni, 1810)";"Chlidonia pyriformis (Bertoloni, 1810)";"Autres";"Animalia";"Gymnolaemata";"Cheilostomatida";"Chlidoniidae";"936466";"26-09-2015"
"";"Carduelis chloris (Linnaeus, 1758)";"Chloris chloris (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Fringillidae";"4580";"19-05-2010"
"";"Chloris chloris (Linnaeus, 1758)";"Chloris chloris (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Fringillidae";"4582";"25-04-2017"
"";"Chondrosia reniformis Nardo, 1847";"Chondrosia reniformis Nardo, 1847";"Autres";"Animalia";"Demospongiae";"Chondrosiida";"Chondrosiidae";"71097";"02-09-2018"
"";"Chroicocephalus ridibundus (Linnaeus, 1766)";"Chroicocephalus ridibundus (Linnaeus, 1766)";"Oiseaux";"Animalia";"Aves";"Charadriiformes";"Laridae";"530157";"28-03-2016"
"";"Chromis chromis (Linnaeus, 1758)";"Chromis chromis (Linnaeus, 1758)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Pomacentridae";"69760";"14-09-2020"
"";"Chrysymenia ventricosa (J.V.Lamour.) J.Agardh, 1842";"Chrysymenia ventricosa (J.V.Lamour.) J.Agardh, 1842";"Plantes, mousses et fougères";"Plantae";"Florideophyceae";"Rhodymeniales";"Rhodymeniaceae";"372275";"11-07-2016"
"";"Cistus creticus subsp. corsicus (Loisel.) Greuter & Burdet, 1981";"Cistus creticus L., 1759";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Cistaceae";"133353";"16-06-2016"
"";"Cistus creticus subsp. eriocephalus (Viv.) Greuter & Burdet, 1981";"Cistus creticus L., 1759";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Cistaceae";"133354";"07-05-1983"
"";"Cistus creticus var. eriocephalus (Viv.) Greuter, 1967";"Cistus creticus L., 1759";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Cistaceae";"145597";"21-05-2008"
"";"Cistus creticus L., 1759";"Cistus creticus L., 1759";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Cistaceae";"91646";"18-05-2018"
"";"Cistus monspeliensis L., 1753";"Cistus monspeliensis L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Cistaceae";"91692";"05-06-2020"
"";"Cistus salviifolius L., 1753";"Cistus salviifolius L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Cistaceae";"91715";"15-08-2020"
"";"Cladocora caespitosa (Linnaeus, 1767)";"Cladocora caespitosa (Linnaeus, 1767)";"Autres";"Animalia";"Anthozoa";"Scleractinia";"";"360717";"02-09-2018"
"";"Clathrina clathrus (Schmidt, 1864)";"Clathrina clathrus (Schmidt, 1864)";"Autres";"Animalia";"Calcarea";"Clathrinida";"Clathrinidae";"71869";"14-09-2020"
"";"Clavelina dellavallei (Zirpolo, 1825)";"Clavelina dellavallei (Zirpolo, 1825)";"Autres";"Animalia";"Ascidiacea";"Aplousobranchia";"Clavelinidae";"360767";"23-06-2014"
"";"Clavelina lepadiformis (O.F. Müller, 1776)";"Clavelina lepadiformis (O.F. Müller, 1776)";"Autres";"Animalia";"Ascidiacea";"Aplousobranchia";"Clavelinidae";"6914";"07-07-2015"
"";"Clematis cirrhosa L., 1753";"Clematis cirrhosa L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ranunculales";"Ranunculaceae";"91862";"08-05-1985"
"";"Clematis flammula L., 1753";"Clematis flammula L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ranunculales";"Ranunculaceae";"91867";"16-06-2010"
"";"Clematis vitalba L., 1753";"Clematis vitalba L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ranunculales";"Ranunculaceae";"91886";"03-09-2019"
"";"Clibanarius erythropus (Latreille, 1818)";"Clibanarius erythropus (Latreille, 1818)";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Decapoda";"Diogenidae";"18462";"02-09-2016"
"";"Cliona viridis (Schmidt, 1862)";"Cliona viridis (Schmidt, 1862)";"Autres";"Animalia";"Demospongiae";"Clionaida";"Clionaidae";"71040";"02-09-2018"
"";"Clypeola jonthlaspi L., 1753";"Clypeola jonthlaspi L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Brassicales";"Brassicaceae";"91930";"08-05-1983"
"";"Cochlodina meisneriana meisneriana (Shuttleworth, 1843)";"Cochlodina meisneriana meisneriana (Shuttleworth, 1843)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Clausiliidae";"458781";"01-05-2017"
"";"Cochlodina meisneriana (Shuttleworth, 1843)";"Cochlodina meisneriana (Shuttleworth, 1843)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Clausiliidae";"163040";"13-10-1999"
"";"Codium bursa (Olivi) C.Agardh, 1817";"Codium bursa (Olivi) C.Agardh, 1817";"Plantes, mousses et fougères";"Plantae";"Ulvophyceae";"Bryopsidales";"Codiaceae";"72605";"02-08-2019"
"";"Codium effusum (Rafinesque) Delle Chiaje, 1829";"Codium effusum (Rafinesque) Delle Chiaje, 1829";"Plantes, mousses et fougères";"Plantae";"Ulvophyceae";"Bryopsidales";"Codiaceae";"365856";"08-06-2013"
"";"Codium fragile (Suringar) Har., 1889";"Codium fragile (Suringar) Har., 1889";"Plantes, mousses et fougères";"Plantae";"Ulvophyceae";"Bryopsidales";"Codiaceae";"72608";"07-07-2015"
"";"Coenonympha corinna (Hübner, 1804)";"Coenonympha corinna (Hübner, 1804)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Nymphalidae";"53647";"31-08-2019"
"";"Colias crocea (Geoffroy in Fourcroy, 1785)";"Colias crocea (Geoffroy in Fourcroy, 1785)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Pieridae";"641941";"19-10-2018"
"";"Collarina balzaci (Audouin, 1826)";"Collarina balzaci (Audouin, 1826)";"Autres";"Animalia";"Gymnolaemata";"Cheilostomatida";"Cribrilinidae";"28741";"31-08-2018"
"";"Columba livia Gmelin, 1789";"Columba livia Gmelin, 1789";"Oiseaux";"Animalia";"Aves";"Columbiformes";"Columbidae";"3420";"21-07-2017"
"";"Columba palumbus Linnaeus, 1758";"Columba palumbus Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Columbiformes";"Columbidae";"3424";"01-05-2017"
"";"Calystegia sepium (L.) R.Br., 1810 subsp. sepium";"Convolvulus sepium L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Solanales";"Convolvulaceae";"132457";"02-08-1928"
"";"Convolvulus siculus L., 1753";"Convolvulus siculus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Solanales";"Convolvulaceae";"92356";"05-05-1983"
"";"Copris hispanus (Linnaeus, 1764)";"Copris hispanus (Linnaeus, 1764)";"Insectes et araignées";"Animalia";"Insecta";"Coleoptera";"Scarabaeidae";"10815";"27-09-1949"
"";"Copris lunaris (Linnaeus, 1758)";"Copris lunaris (Linnaeus, 1758)";"Insectes et araignées";"Animalia";"Insecta";"Coleoptera";"Scarabaeidae";"10813";"21-05-1971"
"";"Corallina caespitosa R.H.Walker, J.Brodie & L.M.Irvine, 2009";"Corallina caespitosa R.H.Walker, J.Brodie & L.M.Irvine, 2009";"Plantes, mousses et fougères";"Plantae";"Florideophyceae";"Corallinales";"Corallinaceae";"792097";"11-07-2016"
