datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2022-05-09T10:45:43	PreservedSpecimen	Brasil	Rio de Janeiro	UFES	CIUFES	2724	Animalia	Chordata			Gobiidae	Elacatinus	figaro		Elacatinus figaro	(Sazima, Moura & Rosa, 1997)		2004	05	19	J. L. Gasparini & O.L. Jr					J. L. Gasparini ; R. M. Macieira & J-C. Joyeux					Paraty	Parcel dos Meros	-23,153	-44,529	-44.529	-23.153					16	20		Formol 10% -> Álcool 70%	1				<nO>Coletado em mergulho Scuba com puçá. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:55	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	449	Animalia	Chordata			Sciaenidae	Macrodon	ancylodon		Macrodon ancylodon	(Bloch & Schneider, 1801)		2007	08	10	H. T. Pinheiro					C. R. Pimentel & H. T. Pinheiro	2007	08			Aracruz	Sistema estuarino dos rios Piraquê-açú & Piraquê-mirim, Santa Cruz	-19,95	-40,17	-40.17	-19.95								Formol 10% -> Álcool 70%	1				<nO>Fauna acompanhante da pesca de camarão; 5 km da foz do sistema estuarino. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130196	Animalia	Chordata			Achiridae	Gymnachirus	nudus		Gymnachirus nudus			1984	12	19	Barco Charmoso										Linhares	Ao largo da foz do Rio Doce - Regência	-19,65	-39,815	-39.815	-19.65					60	60			7				<nO>Fauna acompanhante da pesca do camarão com rede de arrasto. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:41	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3180	Animalia	Chordata			Gerreidae	Diapterus	rhombeus		Diapterus rhombeus	(Cuvier, 1829)		2009	09	29	J-C. Joyeux et al.					B. C. Cruz					Aracruz	Santa Cruz	-19,82	-40,273	-40.273	-19.82								Formol 10% -> Álcool 70%	29				<nO>Coletado com rede picaré. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-11-30T14:57:07	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4496	Animalia	Chordata			Gobiidae	Microgobius	meeki		Microgobius meeki	Evermann & Marsh, 1899		2022	04	21	F. Toscano et. al.					H. Guabiroba					Aracruz	Estuário Piraquê-açú, Aracruz - ES (interno)	-19,56088	-40,10538	-40.10538	-19.56088								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ PA1U2/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-11-30T14:57:07	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4520	Animalia	Chordata			Achiridae	Achirus	lineatus		Achirus lineatus	(Linnaeus, 1758)		2022	02	07	F. Toscano et. al.					H. Guabiroba					Aracruz	Estuário Piraquê-açú, Aracruz - ES (externo)	-19,56863	-40,07223	-40.07223	-19.56863								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ PA3U2/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Rio de Janeiro	UFES	CIUFES	1367	Animalia	Chordata			Syngnathidae	Hippocampus	erectus		Hippocampus erectus	(Perry, 1810)					R. Tubino					R. Z. P. Guimarães					Arraial do Cabo	Praia da Massambaba	-22,966	-42,029	-42.029	-22.966								Formol 10% -> Álcool 70%	3				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	661	Animalia	Chordata			Lutjanidae	Lutjanus	jocu		Lutjanus jocu	(Bloch & Schneider, 1801)		2000	11	22	J-C. Joyeux et al.										Vitória	Baía de Vitória	-20,3	-40,3	-40.3	-20.3								Formol 10% -> Álcool 70%	2				<nO>Coletado com rede de arrasto de dia. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4152	Animalia	Chordata			Ariidae	Aspistor	luniscutis		Aspistor luniscutis	(Valenciennes 1840)		2019	07	11	H. Guabiroba et. al.					H. Guabiroba et. al.					Linhares	Rio Doce, Regência, Estuário (Externo)	-19,40105	-39,47851	-39.47851	-19.40105								Formol 10% --> Álcool 70%	2				<nO>Arrasto com portas/ RD3UC2/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:57	PreservedSpecimen	Brasil	Rio Grande do Norte	UFES	CIUFES	2773	Animalia	Chordata			Tripterygiidae	Enneanectes	aff. altivelis		Enneanectes aff. altivelis	Rosenblatt, 1960		2013	05	29	R. M. Macieira ; T. Simon & J. L. Gasparini					R. M. Macieira & T. Simon						Bóia de Atracação, Atol das Rocas	-3,857	-33,818	-33.818	-3.857								Álcool 99%	1				<nO>Foto R. M. Macieira. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:50	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1021	Animalia	Chordata			Labrisomidae	Malacoctenus	aff. triangulatus		Malacoctenus aff. triangulatus	(Springer, 1959)		2008	02	07	V. C. Brilhante et al.					C. R. Pimentel & L. B. Stocco	2008	08	24		Guarapari	RAM Victory 8B	-20,675	-40,365	-40.365	-20.675								Formol 10% -> Álcool 70%	3				<nO>Coletado com puçá em mergulho autônomo. 357820,71m & / 7713135,58m S; Presente;</nO>																					
2022-12-15T10:28:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4623	Animalia	Chordata			Syngnathidae	Hippocampus	patagonicus		Hippocampus patagonicus	(Piacentino & Luzzatto, 2004)		2022	03		M.S.C. Hora					M.S.C. Hora					Presidente Kennedy	Presidente Kennedy, ES	-21,1688	-40,8894	-40.8894	-21.1688								Formol 10% --> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:32	PreservedSpecimen	Brasil		UFES	CIUFES	1280	Animalia	Chordata			Atherinopsidae	Odontesthes	bonariensis		Odontesthes bonariensis	(Valenciennes, 1835)		1905	06	25												Lagoa Mangueira			0	0								Álcool 70%	1				<nO>Presente;</nO>																					
2022-05-09T10:45:43	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	52	Animalia	Chordata			Gobiidae	Ctenogobius	smaragdus		Ctenogobius smaragdus	(Valenciennes, 1837)		2004	04	08	R. M. Macieira										Anchieta	Estuário do rio Benevente, poça de mudflat	-20,8	-40,65	-40.65	-20.8								Formol 10% -> Álcool 70%	2				<nO>Coordenadas estimadas posteriormente noo Google Earth.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Rio de Janeiro	UFES	CIUFES	1346	Animalia	Chordata			Labrisomidae	Malacoctenus	delalandii		Malacoctenus delalandii	(Valenciennes, 1836)		1995	07	28	A. C. Bacellar & R. Z. P. Guimarães					R. Z. P. Guimarães						Enseada de Itapinhoacanga, Baía da Ilha Grande	-23,013	-44,22	-44.22	-23.013								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4244	Animalia	Chordata			Gobiidae	Awaous	tajasica		Awaous tajasica	(Lichtenstein 1822)		2020	07		H. Guabiroba & R. Andrades					H. Guabiroba & R. Andrades					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	7				<nO>Picaré + peneira / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:55	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3063	Animalia	Chordata			Sciaenidae	Stellifer	naso		Stellifer naso	(Jordan, 1889)		2013	07	17	L. R. Bonesi					L. R. Bonesi					São Mateus	Foz do Rio Mariricu, Barra Nova	-18,95	-39,744	-39.744	-18.95								Formol 10% -> Álcool 70%	5				<nO>Coordenadas estimadas posteriormente no Google Earth. EIA - LIQUIPORT 207012; Presente;</nO>																					
2022-05-09T10:45:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	323	Animalia	Chordata			Syngnathidae	Bryx	dunckeri		Bryx dunckeri	(Evermann & Marsh, 1899)		2007	06	17	R. M. Macieira, J. L. Gasparini, C. R. Pimentel & P. S. de Jesus					R. M. Macieira					Anchieta	Ponta dos Castelhanos	-20,83	-40,61	-40.61	-20.83								Formol 10% -> Álcool 70%	1				<nO>Poça 04; Coletado com puçá; 20S 50' /40W 37'; Presente;</nO>																					
2022-05-09T10:45:32	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131353	Animalia	Chordata			Synodontidae	Synodus	cf. synodus		Synodus cf. synodus	(Linnaeus, 1758)		1993	03		J. L. Gasparini					Nathalie Amorim	2019	06	27		Guarapari	Ilhas Rasas	-20,657	-40,51	-40.51	-20.657					6	6			1				<nO>Arpoado com arbalete em mergulho. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3178	Animalia	Chordata			Ephippidae	Chaetodipterus	faber		Chaetodipterus faber	(Broussonet 1782)		2009	09	29	J-C. Joyeux et al.					B. C. Cruz					Aracruz	Santa Cruz	-19,82	-40,273	-40.273	-19.82								Formol 10% -> Álcool 70%	1				<nO>Coletado com rede picaré. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:57	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	654	Animalia	Chordata			Stromateidae	Peprilus	paru		Peprilus paru	(Linnaeus, 1758)		2001	04	24	F. R. Fonseca										Vitória	Praia de Camburi	-20,31	-40,34	-40.34	-20.31								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Rio de Janeiro	UFES	CIUFES	1341	Animalia	Chordata			Gobiidae	Microgobius	carri		Microgobius carri	(Fowler, 1945)															Arraial do Cabo	Pedra Preta	-22,966	-42,029	-42.029	-22.966								Formol 10% -> Álcool 70%	2				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4585	Animalia	Chordata			Poeciliidae	#Value!	#value!		#Value! #value!			2019	06		H. Guabiroba & F. Toscano					H. Guabiroba					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	22				<nO>Peneira + picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130807	Animalia	Chordata			Engraulidae	Anchovia	clupeoides		Anchovia clupeoides	(Swainson, 1839)		1980	06	12	J. L. Helmer										Vitória	Baía de Camburi	-20,31	-40,33	-40.33	-20.31									4				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1032	Animalia	Chordata			Blenniidae	Parablennius	marmoreus		Parablennius marmoreus	(Poey, 1875)		2008	02	14	V. C. Brilhante et al.					C. R. Pimentel & L. B. Stocco	2008	10	06		Guarapari	Naufrágio Bellucia	-20,65	-40,51	-40.51	-20.65								Formol 10% -> Álcool 70%	3				<nO>Coletado com puçá em mergulho autônomo. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	3626	Animalia	Chordata			Bothidae	Bothus	lunatus		Bothus lunatus	(Linnaeus, 1758)		2015	11		R. Andrades, F. S. Machado, J. A. Reis-Filho, T. Giarrizzo					R. Andrades, R. F. Martins						Fernando de Noronha, PE	-3,860	-32,398	-32.398	-3.86								Gelo -> Formol 10% -> Álcool 70%	2				<nO>Poças de maré + Eugenol / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:44	PreservedSpecimen	Brasil	Pará	UFES	CIUFES	2459	Animalia	Chordata			Gobiidae	Gobiosoma	hemigymnum		Gobiosoma hemigymnum	(Engenmann & Engenmann, 1888)		2012	09	30	G. Tommaso; Fabíola SEABRA & A. Carvalho-Filho					R. M. Macieira & J-C. Joyeux					Salinópolis	Praia do Farol Velho	-0,63	-47,35	-47.35	-0.63								Álcool 92,8%	1				<nO>Coleta realizada entre os dias 30/IX/2012 & 01/X/2012. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:43	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	528	Animalia	Chordata			Gobiidae	Ctenogobius	boleosoma		Ctenogobius boleosoma	(Jordan & Gilbert, 1882)		2002	06	04						C. R. Pimentel	2007	10	25		Aracruz	Estuário do rio Piraquê-açú, Santa Cruz	-19,95	-40,17	-40.17	-19.95								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4370	Animalia	Chordata			Cichlidae	Cichlasoma	dimerus		Cichlasoma dimerus	(Heckel, 1840)		2019	11	26	H. Guabiroba & F. Toscano					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	5				<nO>Peneira + picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:42	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1328	Animalia	Chordata			Gobiidae	Ctenogobius	boleosoma		Ctenogobius boleosoma	(Jordan & Gilbert, 1882)		1992	03	06	R. Z. P. Guimarães					R. Z. P. Guimarães					Iriri	Lagoa de Iriri	-20,83	-40,69	-40.69	-20.83								Formol 10% -> Álcool 70%	15				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:57	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2101	Animalia	Chordata			Serranidae	Rypticus	subbifrenatus		Rypticus subbifrenatus	(Gill, 1861)		2011	06	02	R. M. Macieira & J. L. Gasparini					R. M. Macieira					Aracruz	Barra do Riacho	-19,829	-40,061	-40.061	-19.829								Formol 10% -> Álcool 70%	1				<nO>IMETAME. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3538	Animalia	Chordata			Ariidae	Genidens	genidens		Genidens genidens	(Cuvier, 1829)		2016	06	29	H. C. Guabiroba e colaboradores					C. C. Vilar e H. C. Guabiroba					Linhares	Estuário Rio Doce, Regência	-19,657	-39,818	-39.818	-19.657								Formol 10% -> Álcool 70%	4				<nO>Tarrafa / Amostrados para contaminantes (RD 115-118) / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1194	Animalia	Chordata			Blenniidae	Parablennius	marmoreus		Parablennius marmoreus	(Poey, 1875)		2008	02	12	V. C. Brilhante et al.					C. R. Pimentel & L. B. Stocco	2009	02	11		Guarapari	RAM Victory 8B	-20,675	-40,365	-40.365	-20.675								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante. 357820,71m & / 7713135,58m S; Presente;</nO>																					
2022-05-09T10:45:53	PreservedSpecimen	0		UFES	CIUFES	3071	Animalia	Chordata			Pomacentridae	Stegastes	sanctaehelenae		Stegastes sanctaehelenae	(Sauvage, 1879)		2014	01	22	P. Wirtz											Ilha de Santa Helena	-15,96	-5,7	-5.7	-15.96								Álcool 96%	1				<nO>Coordenadas estimadas posteriormente no Google Earth. ; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4177	Animalia	Chordata			Centropomidae	Centropomus	sp.		Centropomus sp.						H. Guabiroba & F. Toscano					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, ES	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	3				<nO>Picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130365	Animalia	Chordata			Carangidae	Trachinotus	goodei		Trachinotus goodei	Jordan & Evermann, 1896		1986	09	15	C. Zamprogno										Serra	Praia da Baleia - Manguinhos	-20,203	-40,195	-40.195	-20.203									12				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:44	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1232	Animalia	Chordata			Gobiidae	Lythrypnus	aff. phorellus		Lythrypnus aff. phorellus			2008	02	13	V. C. Brilhante et al.					C. R. Pimentel & L. B. Stocco	2009	03	04		Guarapari	Ilha Escalvada	-20,7	-40,4	-40.4	-20.7								Formol 10% -> Álcool 70%	2				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante; 20S 42' /40W 24'; Presente;</nO>																					
2022-05-09T10:45:35	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2091	Animalia	Chordata			Mugilidae	Mugil	sp.		Mugil sp.			2011	06	02	R. M. Macieira & J. L. Gasparini					R. M. Macieira					Aracruz	Barra do Riacho	-19,829	-40,061	-40.061	-19.829								Formol 10% -> Álcool 70%	21				<nO>IMETAME. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130787	Animalia	Chordata			Carangidae	Trachinotus	falcatus		Trachinotus falcatus	(Linnaeus, 1758)		1981	03	28	J. L. Helmer & C. Zamprogno					J. L. Helmer					Piúma	Praia de Acaiaca	-20,83	-40,7	-40.7	-20.83									1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	131344	Animalia	Chordata			Haemulidae	Pomadasys	crocro		Pomadasys crocro	(Cuvier, 1830)		1991	07	15	J. L. Gasparini & C. Zamprogno					J. L. Gasparini					Mucuri	Manguezal de Mucuri	-18,102	-39,56	-39.56	-18.102									1				<nO>Rede de emalhar. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3586	Animalia	Chordata			Caproidae	Antigonia	capros		Antigonia capros	Lowe, 1843		2018	01	13	Embarcação Abençoado					C. R. Pimentel e G. Coqueiro					Guarapari	Próximo à quebra da plataforma, Litoral de Guarapari	-20,697	-40,471	-40.471	-20.697					120	120		Formol 10% -> Álcool 70%	1				<nO>Linha de Fundo / Bombona 7 / Quadrante AN-11 ( mapa 7) / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130633	Animalia	Chordata			Cynoglossidae	Symphurus	plagusia		Symphurus plagusia			1973	10	03	Maria Lourdes Nogueira & Beatriz Minassa										Vitória	Praia de Camburi	-20,31	-40,34	-40.34	-20.31									1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:56	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1851	Animalia	Chordata			Serranidae	Epinephelus	adscensionis		Epinephelus adscensionis	(Osbeck, 1765)		1995	09	25	J. L. Gasparini					J. L. Gasparini						Ilha da Trindade	-20,31916667	-40,33777778	-40.33777778	-20.31916667								Álcool 70%	1				<nO>20º19'09"S /40º20'16"W; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	3959	Animalia	Chordata			Chaetodontidae	Prognathodes	guyanensis		Prognathodes guyanensis	(Durand, 1960)		2019	10	21	H. Pinheiro et. al.					J.L. Gasparini, H. Pinheiro						Fernando de Noronha (Ilha do meio), PE	-3,8367	-32,3835	-32.3835	-3.8367								Formol 10% --> Álcool 70%	1				<nO>JLG 003 / 95m / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4373	Animalia	Chordata			Carangidae	Caranx	latus		Caranx latus	Agassiz, 1831		2019	06		H. Guabiroba & F. Toscano					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	1				<nO>Peneira + picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:57	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	401	Animalia	Chordata			Trichiuridae	Trichiurus	lepturus		Trichiurus lepturus	(Linnaeus, 1758)		2000	12	22	J-C. Joyeux et al.					J.-C. Joyeux					Vitória	Baía de Vitória	-20,3	-40,3	-40.3	-20.3								Formol 10% -> Álcool 70%	1				<nO>Coletado com rede de arrasto. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4302	Animalia	Chordata			Sciaenidae	Isopisthus	parvipinnis		Isopisthus parvipinnis	(Cuvier, 1830)		2021	07	17	H. Guabiroba et. al.					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Externo)	-19,39930	-39,48072	-39.48072	-19.3993								Formol 10% --> Álcool 70%	3				<nO>Arrasto com portas/ RD3UC1/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	0		UFES	CIUFES	4060	Animalia	Chordata				#Value!	#value!		#Value! #value!																				0	0													<nO>Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4291	Animalia	Chordata			Sciaenidae	Cynoscion	virescens		Cynoscion virescens	(Cuvier, 1830)		2021	07	17	H. Guabiroba et. al.					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Externo)	-19,41503	-39,48116	-39.48116	-19.41503								Formol 10% --> Álcool 70%	2				<nO>Arrasto com portas/ RD6U1/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:52	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1805	Animalia	Chordata			Polynemidae	Polydactylus	virginicus		Polydactylus virginicus	(Linnaeus, 1758)		1987	12	03	J. L. Gasparini; V. H. Gasparini					L.M.Sarmento-Soares					Vitória	Entre o pier de Tubarão & Ilha dos Frades	-20,319	-40,338	-40.338	-20.319								Álcool 70%	1				<nO>20º19'09"S /40º20'16"W; Presente;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130037	Animalia	Chordata			Labridae	Halichoeres	penrosei		Halichoeres penrosei	(Starks, 1913)		1983	07	26	E. B. Santana & E. C. Perrone										Vila Velha	Ilhas Itatiaia - Jardim Itapoã	-20,35	-40,28	-40.28	-20.35									1				<nO>Coletado em poça. Coordenadas estimadas posteriormente no Google Earth; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130792	Animalia	Chordata			Carangidae	Carangoides	bartholomaei		Carangoides bartholomaei	(Cuvier, 1833)		1982	06	22	C. Zamprogno, E. B. Santana, E. C. Perrone & W. O. Reis					E. C. Perrone					Serra	Praia de Manguinhos - Jacaraipe	-20,203	-40,195	-40.195	-20.203									1				<nO>Coletado em poça de maré com rede "filó". Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	2523	Animalia	Chordata			Gobiidae	Priolepis	dawsoni		Priolepis dawsoni	(Greenfield, 1989)		2013	04	07	R. M. Macieira & T. Simon					R. M. Macieira					Fernando de Noronha	Pedras Secas	-3,824	-32,409	-32.409	-3.824								Álcool 96%	1				<nO>Coletado com Puçá + Q. Coordenadas estimadas posteriormente no Google Earth; Presente;</nO>																					
2022-05-09T10:45:43	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	898	Animalia	Chordata			Gobiidae	Ctenogobius	boleosoma		Ctenogobius boleosoma	(Jordan & Gilbert, 1882)		2004	04	08	R. M. Macieira					C. R. Pimentel & L. B. Stocco	2008	07	17		Anchieta	Estuário do rio Benevente	-20,8	-40,65	-40.65	-20.8								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4709	Animalia	Chordata			Achiridae	Achirus	lineatus		Achirus lineatus	(Linnaeus, 1758)		2022	02		F. Toscano et. al.					H. Guabiroba					Conceição da Barra	Rio São Mateus, Estuário (Interno)	-18,601245	-39,731102	-39.731102	-18.601245								Formol 10% --> Álcool 70%	21				<nO>Arrasto com portas / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Rio Grande do Sul	UFES	CIUFES	130515	Animalia	Chordata			Triglidae	Peristedion	spp.		Peristedion spp.			1984	01		R. L. Teixeira											Santa Marta	-30,9	-51,1	-51.1	-30.9					255	255			4				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente; SUBFAMILIA:Peristediinae;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Rio Grande do Norte	UFES	CIUFES	2796	Animalia	Chordata			Blenniidae	Scartella	itajobi		Scartella itajobi	(Rangel & Mendes, 2009)		2013	06	01	R. M. Macieira ; T. Simon & J. L. Gasparini					R. M. Macieira & T. Simon						Barreta Falsa, Atol das Rocas	-3,857	-33,818	-33.818	-3.857								Álcool 99%	7				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:55	PreservedSpecimen	0		UFES	CIUFES	131525	Animalia	Chordata			Sciaenidae	Isopisthus	parvipinnis		Isopisthus parvipinnis	(Cuvier, 1830)																			0	0									3				<nO>Presente;</nO>																					
