ID,Full_Name,Genus,Species,Genus_species,NC
256,"Galaxias neocaledonicus Weber & Beaufort, 1913 ",Galaxias,neocaledonicus,Galaxias neocaledonicus,Endemic
257,"Cyclothone acclinidens Garman, 1899 ",Cyclothone,acclinidens,Cyclothone acclinidens,Present
258,"Cyclothone alba Brauer, 1906 ",Cyclothone,alba,Cyclothone alba,Present
259,"Cyclothone microdon (Günther, 1878) ",Cyclothone,microdon,Cyclothone microdon,Present
260,"Cyclothone pallida Brauer, 1902 ",Cyclothone,pallida,Cyclothone pallida,Present
261,"Cyclothone parapallida Badcock, 1982 ",Cyclothone,parapallida,Cyclothone parapallida,Present
262,"Cyclothone pseudopallida Mukhacheva, 1964 ",Cyclothone,pseudopallida,Cyclothone pseudopallida,Present
263,"Diplophos taenia Günther, 1873 ",Diplophos,taenia,Diplophos taenia,Present
264,"Gonostoma atlanticum Norman, 1930 ",Gonostoma,atlanticum,Gonostoma atlanticum,Present
265,"Gonostoma elongatum Günther, 1878 ",Gonostoma,elongatum,Gonostoma elongatum,Present
266,"Margrethia obtusirostra Jespersen & Tåning, 1919 ",Margrethia,obtusirostra,Margrethia obtusirostra,Present
267,"Sigmops ebelingi (Grey, 1960) ",Sigmops,ebelingi,Sigmops ebelingi,Present
268,"Argyropelecus aculeatus Valenciennes in Cuvier & Valenciennes, 1850 ",Argyropelecus,aculeatus,Argyropelecus aculeatus,Present
269,"Argyropelecus hemigymnus Cocco, 1829 ",Argyropelecus,hemigymnus,Argyropelecus hemigymnus,Present
270,"Argyropelecus olfersii (Cuvier, 1829) ",Argyropelecus,olfersii,Argyropelecus olfersii,Present
271,"Argyropelecus sladeni Regan, 1908 ",Argyropelecus,sladeni,Argyropelecus sladeni,Present
272,"Polyipnus aquavitus Baird, 1971 ",Polyipnus,aquavitus,Polyipnus aquavitus,Present
273,"Sternoptyx diaphana Hermann, 1791 ",Sternoptyx,diaphana,Sternoptyx diaphana,Present
274,"Sternoptyx obscura Garman, 1899 ",Sternoptyx,obscura,Sternoptyx obscura,Present
275,"Sternoptyx pseudobscura Baird, 1971 ",Sternoptyx,pseudobscura,Sternoptyx pseudobscura,Present
276,"Valenciennellus tripunctulatus (Esmark, 1871) ",Valenciennellus,tripunctulatus,Valenciennellus tripunctulatus,Present
277,"Ichthyococcus ovatus (Cocco, 1838) ",Ichthyococcus,ovatus,Ichthyococcus ovatus,Present
278,"Polymetme corythaeola (Alcock, 1898) ",Polymetme,corythaeola,Polymetme corythaeola,Present
279,"Vinciguerria nimbaria (Jordan & Williams in Jordan & Starks, 1895) ",Vinciguerria,nimbaria,Vinciguerria nimbaria,Present
280,"Woodsia nonsuchae (Beebe, 1932) ",Woodsia,nonsuchae,Woodsia nonsuchae,Present
281,"Astronesthes indicus Brauer, 1902 ",Astronesthes,indicus,Astronesthes indicus,Present
282,"Astronesthes lucifer Gilbert, 1905 ",Astronesthes,lucifer,Astronesthes lucifer,Present
283,"Astronesthes splendidus Brauer, 1902 ",Astronesthes,splendidus,Astronesthes splendidus,Present
284,"Bathophilus filifer (Garman, 1899) ",Bathophilus,filifer,Bathophilus filifer,Present
285,"Bathophilus metallicus (Welsh, 1923) ",Bathophilus,metallicus,Bathophilus metallicus,Present
286,"Chauliodus sloani Bloch & Schneider, 1801 ",Chauliodus,sloani,Chauliodus sloani,Present
287,"Echiostoma barbatum Lowe, 1843 ",Echiostoma,barbatum,Echiostoma barbatum,Present
288,"Eustomias bifilis Gibbs, 1960 ",Eustomias,bifilis,Eustomias bifilis,Present
289,"Eustomias cirritus Gibbs, Clarke & Gomon, 1983 ",Eustomias,cirritus,Eustomias cirritus,Present
290,"Eustomias dinema Clarke, 1999 ",Eustomias,dinema,Eustomias dinema,Present
291,"Eustomias vulgaris Clarke, 2001 ",Eustomias,vulgaris,Eustomias vulgaris,Present
292,"Flagellostomias boureei (Zugmayer, 1913) ",Flagellostomias,boureei,Flagellostomias boureei,Present
293,"Grammatostomias dentatus Goode & Bean, 1896 ",Grammatostomias,dentatus,Grammatostomias dentatus,Present
294,"Heterophotus ophistoma Regan & Trewavas, 1929 ",Heterophotus,ophistoma,Heterophotus ophistoma,Present
295,"Idiacanthus fasciola Peters, 1877 ",Idiacanthus,fasciola,Idiacanthus fasciola,Present
296,"Malacosteus australis Kenaley, 2007 ",Malacosteus,australis,Malacosteus australis,Present
297,"Malacosteus niger Ayres, 1848 ",Malacosteus,niger,Malacosteus niger,Present
298,"Photonectes albipennis (Döderlein, 1882) ",Photonectes,albipennis,Photonectes albipennis,Present
299,"Photonectes gracilis Goode & Bean, 1896 ",Photonectes,gracilis,Photonectes gracilis,Present
300,"Photonectes margarita (Goode & Bean, 1896) ",Photonectes,margarita,Photonectes margarita,Present
301,"Photostomias tantillux Kenaley, 2009 ",Photostomias,tantillux,Photostomias tantillux,Present
302,"Rhadinesthes decimus (Zugmayer, 1911) ",Rhadinesthes,decimus,Rhadinesthes decimus,Present
303,"Stomias nebulosus Alcock, 1889 ",Stomias,nebulosus,Stomias nebulosus,Present
304,"Thysanactis dentex Regan & Trewavas, 1930 ",Thysanactis,dentex,Thysanactis dentex,Present
305,"Ateleopus japonicus Bleeker, 1853 ",Ateleopus,japonicus,Ateleopus japonicus,Present
306,"Paraulopus legandi (Fourmanoir & Rivaton, 1979) ",Paraulopus,legandi,Paraulopus legandi,Endemic
307,"Paraulopus melanogrammus Gomon & Sato, 2004 ",Paraulopus,melanogrammus,Paraulopus melanogrammus,Present
308,"Hime japonica Günther, 1877 ",Hime,japonica,Hime japonica,Present
309,"Saurida gracilis (Quoy & Gaimard, 1824) ",Saurida,gracilis,Saurida gracilis,Present
310,"Saurida longimanus Norman, 1939 ",Saurida,longimanus,Saurida longimanus,Present
311,"Saurida nebulosa Valenciennes in Cuvier & Valenciennes, 1850 ",Saurida,nebulosa,Saurida nebulosa,Present
312,"Saurida tumbil (Bloch, 1795) ",Saurida,tumbil,Saurida tumbil,Present
313,"Saurida undosquamis (Richardson, 1848) ",Saurida,undosquamis,Saurida undosquamis,Present
314,"Synodus binotatus Schultz in Schultz, Herald, Lachner, Welander & Woods, 1953 ",Synodus,binotatus,Synodus binotatus,Present
315,"Synodus dermatogenys Fowler, 1912 ",Synodus,dermatogenys,Synodus dermatogenys,Present
316,"Synodus doaki Russell & Cressey, 1979 ",Synodus,doaki,Synodus doaki,Present
317,"Synodus hoshinonis Tanaka, 1917 ",Synodus,hoshinonis,Synodus hoshinonis,Present
318,"Synodus jaculum Russell & Cressey, 1979 ",Synodus,jaculum,Synodus jaculum,Present
319,"Synodus macrocephalus Cressey, 1981 ",Synodus,macrocephalus,Synodus macrocephalus,Present
320,"Synodus oculeus Cressey, 1981 ",Synodus,oculeus,Synodus oculeus,Present
321,"Synodus rubromarmoratus Russell & Cressey, 1979 ",Synodus,rubromarmoratus,Synodus rubromarmoratus,Present
322,"Synodus similis McCulloch, 1921 ",Synodus,similis,Synodus similis,Present
323,"Synodus tectus Cressey, 1981 ",Synodus,tectus,Synodus tectus,Present
324,"Synodus variegatus (Lacepède [ex Commerson], 1803) ",Synodus,variegatus,Synodus variegatus,Present
325,"Trachinocephalus myops (Bloch & Schneider [ex Forster], 1801) ",Trachinocephalus,myops,Trachinocephalus myops,Present
326,"Chlorophthalmus albatrossis Jordan & Starks, 1904 ",Chlorophthalmus,albatrossis,Chlorophthalmus albatrossis,Present
327,"Ahliesaurus brevis Bertelsen, Krefft & Marshall, 1976 ",Ahliesaurus,brevis,Ahliesaurus brevis,Present
328,"Scopelosaurus meadi Bertelsen, Krefft & Marshall, 1976 ",Scopelosaurus,meadi,Scopelosaurus meadi,Present
329,"Bathypterois andriashevi Sulak & Shcherbachev, 1988 ",Bathypterois,andriashevi,Bathypterois andriashevi,Present
330,"Bathysauropsis malayanus (Fowler, 1938) ",Bathysauropsis,malayanus,Bathysauropsis malayanus,Present
331,"Benthalbella infans Zugmayer, 1911 ",Benthalbella,infans,Benthalbella infans,Present
332,"Scopelarchoides danae Johnson, 1974 ",Scopelarchoides,danae,Scopelarchoides danae,Present
333,"Scopelarchus analis (Brauer, 1902) ",Scopelarchus,analis,Scopelarchus analis,Present
334,"Scopelarchus guentheri Alcock, 1896 ",Scopelarchus,guentheri,Scopelarchus guentheri,Present
335,"Coccorella atlantica (Parr, 1928) ",Coccorella,atlantica,Coccorella atlantica,Present
336,"Evermannella indica Brauer, 1906 ",Evermannella,indica,Evermannella indica,Present
337,"Odontostomops normalops (Parr, 1928) ",Odontostomops,normalops,Odontostomops normalops,Present
338,"Alepisaurus brevirostris Gibbs, 1960 ",Alepisaurus,brevirostris,Alepisaurus brevirostris,Present
339,"Alepisaurus ferox Lowe, 1833 ",Alepisaurus,ferox,Alepisaurus ferox,Present
340,"Omosudis lowii Günther, 1887 ",Omosudis,lowii,Omosudis lowii,Present
341,"Arctozenus risso (Bonaparte, 1840) ",Arctozenus,risso,Arctozenus risso,Present
342,"Lestidiops indopacifica (Ege, 1953) ",Lestidiops,indopacifica,Lestidiops indopacifica,Present
343,"Lestidiops jayakari (Boulenger, 1889) ",Lestidiops,jayakari,Lestidiops jayakari,Present
344,"Lestidiops mirabilis (Ege, 1933) ",Lestidiops,mirabilis,Lestidiops mirabilis,Present
345,"Lestidiops pacificus (Parr, 1931) ",Lestidiops,pacificus,Lestidiops pacificus,Present
346,"Lestidiops sphyraenopsis Hubbs, 1916 ",Lestidiops,sphyraenopsis,Lestidiops sphyraenopsis,Present
347,"Lestidium atlanticum Borodin, 1928 ",Lestidium,atlanticum,Lestidium atlanticum,Present
348,"Lestrolepis intermedia (Poey, 1868) ",Lestrolepis,intermedia,Lestrolepis intermedia,Present
349,"Macroparalepis affinis Ege, 1933 ",Macroparalepis,affinis,Macroparalepis affinis,Present
350,"Macroparalepis danae Ege, 1933 ",Macroparalepis,danae,Macroparalepis danae,Present
351,"Magnisudis indica (Ege, 1953) ",Magnisudis,indica,Magnisudis indica,Present
352,"Stemonosudis elegans (Ege, 1933) ",Stemonosudis,elegans,Stemonosudis elegans,Present
353,"Stemonosudis macrura (Ege, 1933) ",Stemonosudis,macrura,Stemonosudis macrura,Present
354,"Sudis atrox Rofen, 1963 ",Sudis,atrox,Sudis atrox,Present
355,Uncisudis sp (to be described by Fukui & Ozawa) ,Uncisudis,sp,Uncisudis sp,Present
356,"Gigantura indica Brauer, 1901 ",Gigantura,indica,Gigantura indica,Present
357,"Neoscopelus macrolepidotus Johnson, 1863 ",Neoscopelus,macrolepidotus,Neoscopelus macrolepidotus,Present
358,"Benthosema fibulatum (Gilbert & Cramer, 1897) ",Benthosema,fibulatum,Benthosema fibulatum,Present
359,"Benthosema suborbitale (Gilbert, 1913) ",Benthosema,suborbitale,Benthosema suborbitale,Present
360,"Bolinichthys longipes (Brauer, 1906) ",Bolinichthys,longipes,Bolinichthys longipes,Present
361,"Bolinichthys nikolayi Becker, 1978 ",Bolinichthys,nikolayi,Bolinichthys nikolayi,Present
362,"Bolinichthys photothorax (Parr, 1928) ",Bolinichthys,photothorax,Bolinichthys photothorax,Present
363,"Centrobranchus andreae (Lütken, 1892) ",Centrobranchus,andreae,Centrobranchus andreae,Present
364,"Centrobranchus nigroocellatus (Günther, 1873) ",Centrobranchus,nigroocellatus,Centrobranchus nigroocellatus,Present
365,"Ceratoscopelus warmingii (Lütken, 1892) ",Ceratoscopelus,warmingii,Ceratoscopelus warmingii,Present
366,"Diaphus anderseni Tåning, 1932 ",Diaphus,anderseni,Diaphus anderseni,Present
367,"Diaphus bertelseni Nafpaktitis, 1966 ",Diaphus,bertelseni,Diaphus bertelseni,Present
368,"Diaphus brachycephalus Tåning, 1928 ",Diaphus,brachycephalus,Diaphus brachycephalus,Present
369,"Diaphus chrysorhynchus Gilbert & Cramer, 1897 ",Diaphus,chrysorhynchus,Diaphus chrysorhynchus,Present
370,"Diaphus coeruleus (Klunzinger, 1871) ",Diaphus,coeruleus,Diaphus coeruleus,Present
371,"Diaphus effulgens (Goode & Bean, 1896) ",Diaphus,effulgens,Diaphus effulgens,Present
372,"Diaphus fragilis Tåning, 1928 ",Diaphus,fragilis,Diaphus fragilis,Present
373,"Diaphus impostor Nafpaktitis, Robertson & Paxton, 1995 ",Diaphus,impostor,Diaphus impostor,Present
374,"Diaphus lucidus (Goode & Bean, 1896) ",Diaphus,lucidus,Diaphus lucidus,Present
375,"Diaphus luetkeni (Brauer, 1904) ",Diaphus,luetkeni,Diaphus luetkeni,Present
376,"Diaphus malayanus Weber, 1913 ",Diaphus,malayanus,Diaphus malayanus,Present
377,"Diaphus metopoclampus (Cocco, 1829) ",Diaphus,metopoclampus,Diaphus metopoclampus,Present
378,"Diaphus mollis Tåning, 1928 ",Diaphus,mollis,Diaphus mollis,Present
379,"Diaphus parri Tåning, 1932 ",Diaphus,parri,Diaphus parri,Present
380,"Diaphus perspicillatus (Ogilby, 1898) ",Diaphus,perspicillatus,Diaphus perspicillatus,Present
381,"Diaphus phillipsi Fowler, 1934 ",Diaphus,phillipsi,Diaphus phillipsi,Present
382,"Diaphus problematicus Parr, 1928 ",Diaphus,problematicus,Diaphus problematicus,Present
383,"Diaphus regani Tåning, 1932 ",Diaphus,regani,Diaphus regani,Present
384,"Diaphus signatus Gilbert, 1908 ",Diaphus,signatus,Diaphus signatus,Present
385,"Diaphus splendidus (Brauer, 1904) ",Diaphus,splendidus,Diaphus splendidus,Present
386,"Diaphus termophilus Tåning, 1928 ",Diaphus,termophilus,Diaphus termophilus,Present
387,"Diogenichthys atlanticus (Tåning, 1928) ",Diogenichthys,atlanticus,Diogenichthys atlanticus,Present
388,"Hygophum hygomii (Lütken, 1892) ",Hygophum,hygomii,Hygophum hygomii,Present
389,"Hygophum reinhardtii (Lütken, 1892) ",Hygophum,reinhardtii,Hygophum reinhardtii,Present
390,"Lampadena luminosa (Garman, 1899) ",Lampadena,luminosa,Lampadena luminosa,Present
391,"Lampadena urophaos Paxton, 1963 ",Lampadena,urophaos,Lampadena urophaos,Present
392,"Lampanyctus alatus Goode & Bean, 1896 ",Lampanyctus,alatus,Lampanyctus alatus,Present
393,"Lampanyctus festivus Tåning, 1928 ",Lampanyctus,festivus,Lampanyctus festivus,Present
394,"Lampanyctus nobilis Tåning, 1928 ",Lampanyctus,nobilis,Lampanyctus nobilis,Present
395,"Lobianchia gemellarii (Cocco, 1838) ",Lobianchia,gemellarii,Lobianchia gemellarii,Present
396,"Myctophum asperum Richardson, 1845 ",Myctophum,asperum,Myctophum asperum,Present
397,"Myctophum nitidulum Garman, 1899 ",Myctophum,nitidulum,Myctophum nitidulum,Present
398,"Myctophum obtusirostre Tåning, 1928 ",Myctophum,obtusirostre,Myctophum obtusirostre,Present
399,"Myctophum selenops Tåning, 1928 ",Myctophum,selenops,Myctophum selenops,Present
400,"Myctophum spinosum (Steindachner, 1867) ",Myctophum,spinosum,Myctophum spinosum,Present
401,"Nannobrachium atrum (Tåning, 1928) ",Nannobrachium,atrum,Nannobrachium atrum,Present
402,"Nannobrachium nigrum Günther, 1887 ",Nannobrachium,nigrum,Nannobrachium nigrum,Present
403,"Notolychnus valdiviae (Brauer, 1904) ",Notolychnus,valdiviae,Notolychnus valdiviae,Present
404,"Notoscopelus caudispinosus (Johnson, 1863) ",Notoscopelus,caudispinosus,Notoscopelus caudispinosus,Present
405,"Notoscopelus resplendens (Richardson, 1845) ",Notoscopelus,resplendens,Notoscopelus resplendens,Present
406,"Symbolophorus evermanni (Gilbert, 1905) ",Symbolophorus,evermanni,Symbolophorus evermanni,Present
407,"Taaningichthys bathyphilus (Tåning, 1928) ",Taaningichthys,bathyphilus,Taaningichthys bathyphilus,Present
408,"Taaningichthys minimus (Tåning, 1928) ",Taaningichthys,minimus,Taaningichthys minimus,Present
409,"Triphoturus nigrescens (Brauer, 1904) ",Triphoturus,nigrescens,Triphoturus nigrescens,Present
410,"Metavelifer multiradiatus (Regan, 1907) ",Metavelifer,multiradiatus,Metavelifer multiradiatus,Present
411,"Lampris guttatus (Brünnich, 1788) ",Lampris,guttatus,Lampris guttatus,Present
412,"Stylephorus chordatus Shaw, 1801 ",Stylephorus,chordatus,Stylephorus chordatus,Present
413,"Zu cristatus (Bonelli, 1819) ",Zu,cristatus,Zu cristatus,Present
414,"Polymixia berndti Gilbert, 1905 ",Polymixia,berndti,Polymixia berndti,Present
415,"Polymixia japonica Günther, 1877 ",Polymixia,japonica,Polymixia japonica,Present
416,Bregmaceros sp (cf macclellandi) ,Bregmaceros,sp,Bregmaceros sp,Present
417,"Bregmaceros japonicus Tanaka, 1908 ",Bregmaceros,japonicus,Bregmaceros japonicus,Present
418,"Bregmaceros nectabanus Whitley, 1941 ",Bregmaceros,nectabanus,Bregmaceros nectabanus,Present
419,"Bregmaceros rarisquamosus Munro, 1950 ",Bregmaceros,rarisquamosus,Bregmaceros rarisquamosus,Present
420,"Euclichthys polynemus McCulloch, 1926 ",Euclichthys,polynemus,Euclichthys polynemus,Present
421,Bathygadus sp (cf spongiceps) ,Bathygadus,sp,Bathygadus sp,Present
422,Coelorinchus sp (cf cingulatus) ,Coelorinchus,sp,Coelorinchus sp,Present
423,"Coelorinchus acutirostris Smith & Radcliffe, 1912 ",Coelorinchus,acutirostris,Coelorinchus acutirostris,Present
424,"Coelorinchus anatirostris Jordan & Gilbert, 1904 ",Coelorinchus,anatirostris,Coelorinchus anatirostris,Present
425,"Coelorinchus argentatus Smith & Radcliffe, 1912 ",Coelorinchus,argentatus,Coelorinchus argentatus,Present
426,"Coelorinchus celaenostomus McMillan & Paulin, 1993 ",Coelorinchus,celaenostomus,Coelorinchus celaenostomus,Present
427,"Coelorinchus cylindricus Iwamoto & Merrett, 1997 ",Coelorinchus,cylindricus,Coelorinchus cylindricus,Endemic
428,"Coelorinchus kermadecus Jordan & Gilbert, 1904 ",Coelorinchus,kermadecus,Coelorinchus kermadecus,Present
429,"Coelorinchus melanobranchus Iwamoto & Merrett, 1997 ",Coelorinchus,melanobranchus,Coelorinchus melanobranchus,Endemic
430,"Coelorinchus mycterismus McMillan & Paulin, 1993 ",Coelorinchus,mycterismus,Coelorinchus mycterismus,Present
431,"Coelorinchus parallelus (Günther, 1877) ",Coelorinchus,parallelus,Coelorinchus parallelus,Present
432,"Coelorinchus platorhynchus Smith & Radcliffe, 1912 ",Coelorinchus,platorhynchus,Coelorinchus platorhynchus,Present
433,"Coelorinchus semaphoreus Iwamoto & Merrett, 1997 ",Coelorinchus,semaphoreus,Coelorinchus semaphoreus,Present
434,"Coelorinchus sereti Iwamoto & Merrett, 1997 ",Coelorinchus,sereti,Coelorinchus sereti,Endemic
435,"Coelorinchus shcherbachevi Iwamoto & Merrett, 1997 ",Coelorinchus,shcherbachevi,Coelorinchus shcherbachevi,Endemic
436,"Coelorinchus spathulatus McMillan & Paulin, 1993 ",Coelorinchus,spathulatus,Coelorinchus spathulatus,Present
437,"Coelorinchus trachycarus Iwamoto, McMillan & Shcherbachev, 1999 ",Coelorinchus,trachycarus,Coelorinchus trachycarus,Present
438,"Coryphaenoides dossenus McMillan, 1999 ",Coryphaenoides,dossenus,Coryphaenoides dossenus,Present
439,"Coryphaenoides striaturus Barnard, 1925 ",Coryphaenoides,striaturus,Coryphaenoides striaturus,Present
440,"Gadomus introniger Gilbert & Hubbs, 1920 ",Gadomus,introniger,Gadomus introniger,Present
441,"Hymenocephalus aterrimus Gilbert, 1905 ",Hymenocephalus,aterrimus,Hymenocephalus aterrimus,Present
442,"Hymenocephalus gracilis Gilbert & Hubbs, 1920 ",Hymenocephalus,gracilis,Hymenocephalus gracilis,Present
443,"Hymenocephalus kuronumai Kamohara, 1938 ",Hymenocephalus,kuronumai,Hymenocephalus kuronumai,Present
444,"Hymenocephalus longibarbis (Günther, 1887) ",Hymenocephalus,longibarbis,Hymenocephalus longibarbis,Present
445,"Hymenocephalus megalops Iwamoto & Merrett, 1997 ",Hymenocephalus,megalops,Hymenocephalus megalops,Present
446,"Hymenocephalus nascens Gilbert & Hubbs, 1920 ",Hymenocephalus,nascens,Hymenocephalus nascens,Present
447,"Hymenocephalus nesaeae Merrett & Iwamoto, 2000 ",Hymenocephalus,nesaeae,Hymenocephalus nesaeae,Present
448,"Hymenocephalus striatissimus Jordan & Gilbert in Jordan & Starks, 1904 ",Hymenocephalus,striatissimus,Hymenocephalus striatissimus,Present
449,"Kumba musorstom Merrett & Iwamoto, 2000 ",Kumba,musorstom,Kumba musorstom,Endemic
450,"Kumba punctulata Iwamoto & Sazonov, 1994 ",Kumba,punctulata,Kumba punctulata,Present
451,"Lucigadus acrolophus Iwamoto & Merrett, 1997 ",Lucigadus,acrolophus,Lucigadus acrolophus,Endemic
452,"Lucigadus microlepis (Günther, 1878) ",Lucigadus,microlepis,Lucigadus microlepis,Present
453,"Malacocephalus laevis (Lowe, 1843) ",Malacocephalus,laevis,Malacocephalus laevis,Present
454,"Mataeocephalus acipenserinus (Gilbert & Cramer, 1897) ",Mataeocephalus,acipenserinus,Mataeocephalus acipenserinus,Present
455,"Mataeocephalus kotlyari Sazonov, Shcherbachev & Iwamoto, 2003 ",Mataeocephalus,kotlyari,Mataeocephalus kotlyari,Present
456,"Nezumia aspidentata Iwamoto & Merrett, 1997 ",Nezumia,aspidentata,Nezumia aspidentata,Endemic
457,"Nezumia cliveri Iwamoto & Merrett, 1997 ",Nezumia,cliveri,Nezumia cliveri,Endemic
